-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
0.06375 0.07875 0.64875
0.06375 0.07875 0.64875
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.02625 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01875 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.01125 0.06375 0.69375
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
0.06375 0.07125 0.65625
0.06375 0.07125 0.65625
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04875 0.07125 0.67125
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
0.06375 0.07125 0.65625
0.06375 0.07125 0.65625
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.00375 0.05625 0.70125
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01125 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.01875 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.02625 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.03375 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04125 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
-0.04875 0.05625 0.70875
0.06375 0.07125 0.65625
0.06375 0.07125 0.65625
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.03375 0.06375 0.68625
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01875 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.01125 0.05625 0.69375
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
0.00375 0.05625 0.70125
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.00375 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01125 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.01875 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.02625 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.03375 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04125 0.04875 0.70875
-0.04875 0.04875 0.70875
-0.04875 0.04875 0.70875
0.06375 0.07125 0.65625
0.06375 0.07125 0.65625
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.05625 0.07125 0.66375
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04875 0.06375 0.67125
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.04125 0.06375 0.67875
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.03375 0.05625 0.68625
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
0.02625 0.05625 0.69375
